ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number
EP1-37.1-17,379236,797950,EP1,East Parks 1,flint,4,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,
EP1-37.2-17,379236,797950,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Core,With cortex,SP/F,Abandoned because of step fractures,30,57,35,,,,
EP1-37.3-17,379236,797950,EP1,East Parks 1,flint,4,,Burnt flint,1,Calcined,Blade,Inner,,,33,17,4,,,,
EP1-37.4-17,379236,797950,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-38.1-17,379318,797951,EP1,East Parks 1,flint,3,,Mixed,2,Calcined,Small flake,Inner,,,,,,,,,
EP1-38.2-17,379318,797951,EP1,East Parks 1,flint,3,,Grey flint,1,OK,Chunk,Secondary,,,,,,,,,
EP1-39-17,379481,798009,EP1,East Parks 1,flint,1,,Mottled red flint,1,OK,Core,With cortex,MP/BF,,47,35,23,,,,
EP1-40-17,379368,797948,EP1,East Parks 1,flint,1,,Mottled brown flint,1,OK,Regular flake,Secondary,,,37,26,12,,,,
EP1-41-17,379540,798054,EP1,East Parks 1,flint,4,,Mixed,4,OK,Small flake,Inner,,,,,,,,,
EP1-42-17,379549,798068,EP1,East Parks 1,flint,4,,Mixed,4,,Small flake,,,,,,,,,,
EP1-43-17,379600,798163,EP1,East Parks 1,flint,2,,Brown flint,1,OK,Chunk,Secondary,,,,,,,,,
EP1-43-17,379600,798163,EP1,East Parks 1,flint,2,,Grey flint,1,OK,Small flake,Secondary,,,,,,,,,
EP1-44-17,379471,798006,EP1,East Parks 1,flint,1,,Mottled red flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-45-17,379405,797981,EP1,East Parks 1,flint,1,,Glazed Ceramics,,,,,,,,,,,,,
EP1-46-17,379312,797943,EP1,East Parks 1,flint,10,,Mixed,3,OK,Small flake,Inner,,,,,,,,,
EP1-46-17,379312,797943,EP1,East Parks 1,flint,10,,Burnt flint,2,Calcined,Small flake,Inner,,,,,,,,,
EP1-46-17,379312,797943,EP1,East Parks 1,flint,10,,Grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-46-17,379312,797943,EP1,East Parks 1,flint,10,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,
EP1-46-17,379312,797943,EP1,East Parks 1,flint,10,,Brown flint,1,OK,Regular flake,Inner,,,,,,,,,
EP1-46-17,379312,797943,EP1,East Parks 1,flint,10,,Burnt flint,1,Calcined,Blade,Inner,,Distal end survives,broken 19,10,4,,,,
EP1-46-17,379312,797943,EP1,East Parks 1,flint,10,,Brown flint,1,Proximal surviving,Blade,Inner,,,broken 24,12,3,,,,
EP1-46-17,379312,797943,EP1,East Parks 1,flint,10,,Grey flint,1,Patinated,Flake fragment,Primary,,,,,,,,,
EP1-47-17,379272,797948,EP1,East Parks 1,flint,8,,Mottled grey flint,1,OK,Regular flake,Secondary,,,20,14,4,,,,
EP1-47-17,379272,797948,EP1,East Parks 1,flint,8,,Mottled grey flint,1,OK,Blade,Inner,,,22,9,4,,,,
EP1-47-17,379272,797948,EP1,East Parks 1,flint,8,,Burnt flint,3,Calcined,Chunk,Inner,,,,,,,,,
EP1-47-17,379272,797948,EP1,East Parks 1,flint,8,,Mottled red flint,1,OK,Retouched flake,Secondary,End scraper,Small scraper section on distal end,37,35,11,,,,
EP1-48-17,379302,797956,EP1,East Parks 1,flint,1,,Mottled grey flint,1,OK,Regular flake,Inner,,,34,24,6,,,,
EP1-49.1-17,379288,797947,EP1,East Parks 1,flint,4,,Grey flint,1,OK,Chunk,Secondary,,,,,,,,,
EP1-49.2-17,379288,797947,EP1,East Parks 1,flint,4,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,
EP1-49.3-17,379288,797947,EP1,East Parks 1,flint,4,,Light grey flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-49.4-17,379288,797947,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Retouched blade,Secondary,Knife form,Large broad blade with regular nibbling edge retouch/use wear down one side,44,21,7,,,,
EP1-50-17,379588,798199,EP1,East Parks 1,flint,1,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,
EP1-51-17,379475,798020,EP1,East Parks 1,flint,1,,Mottled brown flint,1,OK,Blade,Inner,,,22,12,3,,,,
EP1-52-17,379363,797946,EP1,East Parks 1,flint,3,,Mottled grey flint,1,OK,Irregular flake,Primary,,,,,,,,,
EP1-52-17,379363,797946,EP1,East Parks 1,flint,3,,Light grey flint,1,Patinated,Regular flake,Inner,,,22,17,5,,,,
EP1-52-17,379363,797946,EP1,East Parks 1,flint,3,,Mottled grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-53.1-17,379323,797940,EP1,East Parks 1,flint,8,,Mixed,5,OK,Small flake,Inner,,,,,,,,,
EP1-53.2-17,379323,797940,EP1,East Parks 1,flint,8,,Grey flint,1,OK,Regular flake,Inner,,,17,20,4,,,,
EP1-53.3-17,379323,797940,EP1,East Parks 1,flint,8,,Light grey flint,1,Patinated,Regular flake,Secondary,,,19,17,5,,,,
EP1-54-17,379352,797951,EP1,East Parks 1,flint,1,,Grey flint,1,Frost/burnt,Spall,Inner,,,,,,,,,
EP1-55-17,379568,798104,EP1,East Parks 1,flint,4,,Burnt flint,1,Calcined,Spall,Inner,,,,,,,,,
EP1-55-17,379568,798104,EP1,East Parks 1,flint,4,,Mixed,2,,Small flake,,,,,,,,,,
EP1-55-17,379568,798104,EP1,East Parks 1,flint,4,,Red flint,1,OK,Blade,Secondary,,,29,9,3,,,,
EP1-56.1-17,379307,797945,EP1,East Parks 1,flint,13,,Mottled brown flint,1,Distal surviving,Blade,Inner,,,broken 43,19,6,,,,
EP1-56.2-17,379307,797945,EP1,East Parks 1,flint,13,,Mottled grey flint,1,OK,Regular flake,Secondary,,,36,18,11,,,,
EP1-56.3-17,379307,797945,EP1,East Parks 1,flint,13,,Grey flint,1,OK,Regular flake,Secondary,,,55,34,11,,,,
EP1-56.4-17,379307,797945,EP1,East Parks 1,flint,13,,Grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-56.5-17,379307,797945,EP1,East Parks 1,flint,13,,Grey flint,1,OK,Irregular flake,Secondary,,,,,,,,,
EP1-56.6-17,379307,797945,EP1,East Parks 1,flint,13,,Grey flint,2,OK,Small flake,Inner,,,,,,,,,
EP1-56.7-17,379307,797945,EP1,East Parks 1,flint,13,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,
EP1-56.8-17,379307,797945,EP1,East Parks 1,flint,13,,Grey flint,1,Distal surviving,Blade,Inner,,,Broken 24,12,4,,,,
EP1-56.9-17,379307,797945,EP1,East Parks 1,flint,13,,Grey flint,1,Proximal surviving,Blade,Inner,,,Broken 30,14,5,,,,
EP1-56.10-17,379307,797945,EP1,East Parks 1,flint,13,,Light grey flint,1,OK,Retouched blade,Inner,Notch at base,Fine notch worked on one side of proximal end.,29,14,4,,,,
EP1-57-17,379267,797951,EP1,East Parks 1,flint,1,,Brown flint,1,OK,Chunk,Inner,,,,,,,,,
EP1-58-17,379249,797950,EP1,East Parks 1,flint,1,,Burnt flint,1,Calcined,Blade,Inner,,Distal surviving,broken 27,16,4,,,,
EP1-59.1-17,379328,797945,EP1,East Parks 1,flint,16,,Burnt flint,1,Frost/burnt,Chunk,Secondary,,,,,,,,,
EP1-59.2-17,379328,797945,EP1,East Parks 1,flint,16,,Mottled red flint,1,OK,Core,Without cortex,MP/BF,A large flake from core really,54,34,17,,,,
EP1-59.3-17,379328,797945,EP1,East Parks 1,flint,16,,Mottled grey flint,1,OK,Core,Without cortex,SP/Blade,Flat back,45,32,30,,,,
EP1-59.4-17,379328,797945,EP1,East Parks 1,flint,16,,Mottled grey flint,1,OK,Core,With cortex,Split pebble,,44,42,24,,,,
EP1-59.5-17,379328,797945,EP1,East Parks 1,flint,16,,Mottled grey flint,1,OK,Blade,Inner,,,43,12,5,,,,
EP1-59.6-17,379328,797945,EP1,East Parks 1,flint,16,,Mixed,5,OK,Small flake,Inner,,,,,,,,,
EP1-59.7-17,379328,797945,EP1,East Parks 1,flint,16,,Grey flint,1,OK,Regular flake,Inner,,,20,14,4,,,,
EP1-59.8-17,379328,797945,EP1,East Parks 1,flint,16,,Mottled grey flint,1,OK,Regular flake,Inner,,,22,14,3,,,,
EP1-59.9-17,379328,797945,EP1,East Parks 1,flint,16,,Quartz,1,OK,Spall,Secondary,,,,,,,,,
EP1-59.10-17,379328,797945,EP1,East Parks 1,flint,16,,Mottled brown flint,1,OK,Blade,Secondary,,,33,17,4,,,,
EP1-59.11-17,379328,797945,EP1,East Parks 1,flint,16,,Mottled brown flint,1,OK,Regular flake,Inner,,,22,17,6,,,,
EP1-59.12-17,379328,797945,EP1,East Parks 1,flint,16,,Mottled grey flint,1,OK,Regular flake,Secondary,,,39,22,8,,,,
EP1-60.1-17,379505,798023,EP1,East Parks 1,flint,3,,Burnt flint,2,Calcined,Chunk,Inner,,,,,,,,,
EP1-60.2-17,379505,798023,EP1,East Parks 1,flint,3,,Red flint,1,Burnt/frost,Regular flake,Secondary,Core trimming flake,From blade core,27,29,11,,,,
EP1-61.1-17,379353,798000,EP1,East Parks 1,flint,3,,Mottled brown flint,1,OK,Regular flake,Inner,,,31,24,9,,,,
EP1-61.2-17,379353,798000,EP1,East Parks 1,flint,3,,Light grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-61.3-17,379353,798000,EP1,East Parks 1,flint,3,Meso,Mottled grey flint,1,OK,Core,Without cortex,SP/Blade,Tiny bladelet core - flat back,18,15,9,,,,
EP1-62.1-17,379461,798006,EP1,East Parks 1,flint,2,,Mottled grey flint,1,OK,Regular flake,Inner,,,29,28,8,,,,
EP1-62.2-17,379461,798006,EP1,East Parks 1,flint,2,,Grey flint,1,Burnt/frost,Spall,Inner,,,,,,,,,
EP1-62.3-17,379461,798006,EP1,East Parks 1,flint,2,,Mottled grey flint,1,OK,Pebble fragment,,,,29,17,3,,,,
EP1-63-17,379254,797950,EP1,East Parks 1,flint,1,,Mottled grey flint,1,OK,Retouched flake,Inner,Edge retouch,Shallow edge retouch in centre of one side from ventral face.,25,13,4,,,,
EP1-64-17,379545,798089,EP1,East Parks 1,flint,2,,Mottled grey flint,1,OK,Flake fragment,Inner,,,,,,,,,
EP1-64-17,379545,798089,EP1,East Parks 1,flint,2,,Mottled grey flint,1,OK,Blade,Inner,,,27,11,4,,,,
EP1-65-17,379501,798016,EP1,East Parks 1,flint,1,,Toffee coloured flint,1,OK,Chunk,Secondary,,,,,,,,,
EP1-66-17,379467,798004,EP1,East Parks 1,flint,1,,Toffee coloured flint,1,Proximal surviving,Blade,Inner,,,Broken 20,11,4,,,,
EP1-67-17,379530,798061,EP1,East Parks 1,flint,1,,Burnt flint,1,Calcined,Spall,Inner,,,,,,,,,
EP1-68-17,379506,798128,EP1,East Parks 1,flint,1,,Toffee coloured flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-69.1-17,379542,798030,EP1,East Parks 1,flint,3,,Mixed,2,Burnt/frost,Chunk,Inner,,,,,,,,,
EP1-69.2-17,379542,798030,EP1,East Parks 1,flint,3,,Toffee coloured flint,2,Segment,Blade,Inner,,,,7,2,,,,
EP1-70-17,379447,798185,EP1,East Parks 1,flint,1,,Brown flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-71-17,379393,797968,EP1,East Parks 1,flint,4,,Burnt flint,1,Frost/burnt,Chunk,Secondary,,,,,,,,,
EP1-71-17,379393,797968,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Regular flake,Inner,,,27,21,5,,,,
EP1-71-17,379393,797968,EP1,East Parks 1,flint,4,,Light grey flint,1,OK,Regular flake,Secondary,,,30,19,7,,,,
EP1-71-17,379393,797968,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Regular flake,Secondary,,,48,35,11,,,,
EP1-72-17,379406,797978,EP1,East Parks 1,flint,1,,Mottled grey flint,1,Distal surviving,Blade,Inner,,,broken 23,13,4,,,,
EP1-73.1-17,379446,798013,EP1,East Parks 1,flint,3,Neo?,Mottled grey flint,1,OK,Core,With cortex,,Levallois-type?,34,54,46,,,,
EP1-73.2-17,379446,798013,EP1,East Parks 1,flint,3,,Quartz,1,OK,Small flake,Inner,,,,,,,,,
EP1-73.3-17,379446,798013,EP1,East Parks 1,flint,3,,Translucent grey flint,1,OK,Blade,Inner,,Segment,broken 22,12,4,,,,
EP1-74-17,379316,797944,EP1,East Parks 1,flint,9,,Mottled light grey flint,1,Proximal surviving,Blade,Inner,,,broken 24,12,3,,,,
EP1-74-17,379316,797944,EP1,East Parks 1,flint,9,,Mottled light grey flint,1,OK,Retouched blade,Inner,Oblique retouch,,18,12,3,,,,
EP1-74-17,379316,797944,EP1,East Parks 1,flint,9,,Light grey flint,1,Patinated,Regular flake,Inner,,,19,12,4,,,,
EP1-74-17,379316,797944,EP1,East Parks 1,flint,9,,Mixed,5,,Small flake,,,,,,,,,,
EP1-75-17,379466,798024,EP1,East Parks 1,flint,1,,Mottled grey flint,1,OK,Core,With cortex,MP/Flake,,31,31,21,,,,
EP1-76-17,379376,797964,EP1,East Parks 1,flint,2,,Grey flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-76-17,379376,797964,EP1,East Parks 1,flint,2,,Burnt flint,1,Calcined,Chunk,Secondary,,,,,,,,,
EP1-77.1-17,379404,797990,EP1,East Parks 1,flint,2,,Mottled red flnt,1,OK,Blade,Inner,,Broad blade,39,20,4,,,,
EP1-77.2-17,379404,797990,EP1,East Parks 1,flint,2,,Translucent grey flint,1,OK,Regular flake,Inner,,,15,11,3,,,,
EP1-78-17,379397,797987,EP1,East Parks 1,flint,1,,Mottled red/grey flint,1,OK,Retouched blade,Inner,Awl,Broad blade with abrupt blunting edge retouch down one side. Proximal end possibly made into isolated point by snapping then breakage?,30,17,6,,,,
EP1-79-17,379481,798031,EP1,East Parks 1,flint,1,,Grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-80-17,379447,798014,EP1,East Parks 1,flint,1,,Light grey flint,1,OK,Regular flake,Secondary,,,20,24,8,,,,
EP1-81-17,379202,797948,EP1,East Parks 1,flint,1,,Mottled grey flint,1,OK,Regular flake,Secondary,,,26,11,5,,,,
EP1-82-17,379481,798024,EP1,East Parks 1,flint,1,Neo?,Mottled light grey flint,1,OK,Retouched flake,Inner,Knife form,On levallois-like flake? With shallow edge retouch down one side.,26,21,5,,,,
EP1-83-17,379382,797960,EP1,East Parks 1,flint,2,,Mottled light grey flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-83-17,379382,797960,EP1,East Parks 1,flint,2,,Mottled light grey flint,1,OK,Regular flake,Inner,,,22,17,3,,,,
EP1-84-17,379450,797999,EP1,East Parks 1,flint,2,,Mottled red flint,1,OK,Regular flake,Inner,,,34,19,8,,,,
EP1-84-17,379450,797999,EP1,East Parks 1,flint,2,,Grey flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-85-17,379497,798017,EP1,East Parks 1,flint,2,,Mixed,2,OK,Small flake,Inner,,,,,,,,,
EP1-86-17,379302,797950,EP1,East Parks 1,flint,1,,Light grey flint,1,OK,Regular flake,Secondary,Core base trimming flake Neo?,flake truncated narrow blade scars at distal end,37,29,12,,,,
EP1-87.1-17,379355,797948,EP1,East Parks 1,flint,2,,Grey flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-87.2-17,379355,797948,EP1,East Parks 1,flint,2,,Mottled light grey flint,1,OK,Flake fragment,Inner,,,,,,,,,
EP1-88.1-17,379432,797992,EP1,East Parks 1,flint,4,,Mixed,3,,Small flake,,,,,,,,,,
EP1-88.2-17,379432,797992,EP1,East Parks 1,flint,4,,Burnt flint,1,Calcined,Chunk,Secondary,,,,,,,,,
EP1-88.3-17,379432,797992,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Irregular flake,Primary,,,32,19,11,,,,
EP1-89.1-17,379252,797953,EP1,East Parks 1,flint,2,,Mottled grey flint,1,OK,Irregular flake,Primary,,,40,34,14,,,,
EP1-89.2-17,379252,797953,EP1,East Parks 1,flint,2,,Mottled light grey flint,1,OK,Core,Without cortex,SP/F,Flat back,32,34,18,,,,
EP1-90.1-17,379453,797999,EP1,East Parks 1,flint,3,,Mottled grey flint,1,OK,Regular flake,Secondary,,,26,19,6,,,,
EP1-90.2-17,379453,797999,EP1,East Parks 1,flint,3,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,
EP1-90.3-17,379453,797999,EP1,East Parks 1,flint,3,,Mottled light grey flint,1,OK,Regular flake,Inner,,,19,12,4,,,,
EP1-91-17,379386,797961,EP1,East Parks 1,flint,3,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,
EP1-91-17,379386,797961,EP1,East Parks 1,flint,3,,Mottled grey flint,1,OK,Pebble fragment,Secondary,,,,,,,,,
EP1-92-17,379484,798024,EP1,East Parks 1,flint,2,,Burnt flint,2,Calcined,Chunk,Inner,,,,,,,,,
EP1-93-17,379381,797967,EP1,East Parks 1,flint,1,Neo?,Mottled red/grey flint,1,OK,Retouched flake,Inner,Knife?,Broad flake with multi-directional flake scars on dorsal. Nibbling blunting edge retouch down one side and denticulat notched edge made by nibbling edge retouch. Neo or meso?,,,,,,,
EP1-94.1-17,379491,798030,EP1,East Parks 1,flint,2,,Mottled light grey flint,1,OK,Blade,Inner,,,24,11,3,,,,
EP1-94.2-17,379491,798030,EP1,East Parks 1,flint,2,,Burnt flint,1,Calcined,Spall,Inner,,,,,,,,,
EP1-95-17,379471,798027,EP1,East Parks 1,flint,2,,Burnt flint,2,Calcined,Spall,Inner,,,,,,,,,
EP1-96-17,379403,797998,EP1,East Parks 1,flint,1,,Mottled brown flint,1,OK,Regular flake,Secondary,,,28,18,5,,,,
EP1-97-17,379600,798167,EP1,East Parks 1,flint,2,,Mixed,2,OK,Small flake,Inner,,,,,,,,,
EP1-98.1-17,379414,797997,EP1,East Parks 1,flint,2,,Brown flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-98.2-17,379414,797997,EP1,East Parks 1,flint,2,,Grey flint,1,OK,Blade,Inner,,,37,15,5,,,,
EP1-99-17,379407,797984,EP1,East Parks 1,flint,1,,Toffee coloured flint,1,OK,Flake fragment,Primary,,,,,,,,,
EP1-100-17,379292,797958,EP1,East Parks 1,flint,1,,Grey flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-101.1-17,379299,797955,EP1,East Parks 1,flint,3,,Mottled light grey flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-101.2-17,379299,797955,EP1,East Parks 1,flint,3,,Mottled light grey flint,1,OK,Regular flake,Inner,,,25,22,6,,,,
EP1-101.3-17,379299,797955,EP1,East Parks 1,flint,3,,Mottled grey flint,1,OK,Blade,Inner,,,26,14,3,,,,
EP1-102-17,379300,797953,EP1,East Parks 1,flint,1,,Mottled grey flint,1,OK,Retouched flake,Inner,Edge retouch,Shallow notch made on one side at distal end,36,18,6,,,,
EP1-103-17,379604,798171,EP1,East Parks 1,flint,1,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,
EP1-104.1-17,379317,797947,EP1,East Parks 1,flint,3,,Mottled grey flint,1,OK,Blade,Inner,,,30,12,5,,,,
EP1-104.2-17,379317,797947,EP1,East Parks 1,flint,3,,Mottled grey flint,1,OK,Blade,Inner,,,22,11,5,,,,
EP1-104.3-17,379317,797947,EP1,East Parks 1,flint,3,,Light grey flint,1,Patinated,Regular flake,Inner,,,21,13,5,,,,
EP1-105-17,379548,798065,EP1,East Parks 1,flint,1,,Burnt flint,1,Calcined,Small flake,Inner,,,,,,,,,
EP1-106.1-17,379559,798084,EP1,East Parks 1,flint,2,,Grey flint,1,OK,Small flake,Secondary,,,,,,,,,
EP1-106.2-17,379559,798084,EP1,East Parks 1,flint,2,,Mottled grey flint,1,OK,Irregular flake,Primary,,,29,33,8,,,,
EP1-107-17,379582,798205,EP1,East Parks 1,flint,1,,Grey flint,1,OK,Flake fragment,Inner,,,,,,,,,
EP1-108-17,379551,798071,EP1,East Parks 1,flint,1,,Grey flint,1,Frost/burnt,Flake fragment,Inner,,,,,,,,,
EP1-109.1-17,379534,798046,EP1,East Parks 1,flint,2,,Toffee coloured flint,1,OK,Chunk,Inner,,,,,,,,,
EP1-109.2-17,379534,798046,EP1,East Parks 1,flint,2,,Mottled light grey flint,1,Segment,Blade,Secondary,,,,15,5,,,,
EP1-110-17,379378,797968,EP1,East Parks 1,flint,1,,Grey flint,1,OK,Regular flake,Inner,,,27,14,3,,,,
EP1-111-17,379248,797947,EP1,East Parks 1,flint,1,,Mottled light grey flint,1,OK,Blade,Inner,,,16,8,3,,,,
EP1-112.1-17,379524,798034,EP1,East Parks 1,flint,4,,Grey flint,2,OK,Small flake,Inner,,,,,,,,,
EP1-112.2-17,379524,798034,EP1,East Parks 1,flint,4,,Brown flint,1,Frost shattered,Spall,Inner,,,,,,,,,
EP1-112.3-17,379524,798034,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Regular flake,Inner,,,23,19,6,,,,
EP1-113-17,379513,798024,EP1,East Parks 1,flint,2,,Grey flint,2,OK,Small flake,Inner,,,,,,,,,
EP1-114-17,379593,798147,EP1,East Parks 1,flint,1,,Red flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-115.1-17,379250,797945,EP1,East Parks 1,flint,3,,Translucent grey flint,1,OK,Core,With cortex,SP/Blade,,,,,,,,
EP1-115.2-17,379250,797945,EP1,East Parks 1,flint,3,,Red flint,1,OK,Flake fragment,Inner,,,,,,,,,
EP1-115.3-17,379250,797945,EP1,East Parks 1,flint,3,,Translucent grey flint,1,OK,Chunk,Secondary,,,,,,,,,
EP1-115.4-17,379250,797945,EP1,East Parks 1,flint,3,Meso,Grey flint,1,Patinated,Microlith,Inner,Microlith?,Small notch made at distal end,16,8,2,,,,
EP1-115.5-17,379250,797945,EP1,East Parks 1,flint,3,,Translucent grey flint,1,OK,Small flake,Inner,,,,,,,,,
EP1-116-17,379237,797946,EP1,East Parks 1,flint,7,,Mottled grey flint,1,OK,Regular flake,Inner,,,23,24,8,,,,
EP1-116-17,379237,797946,EP1,East Parks 1,flint,7,,Quartz,1,OK,Chunk,Inner,,,,,,,,,
EP1-116-17,379237,797946,EP1,East Parks 1,flint,7,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,
EP1-116-17,379237,797946,EP1,East Parks 1,flint,7,,Mottled grey flint,1,OK,Regular flake,Secondary,,,17,14,4,,,,
EP1-116-17,379237,797946,EP1,East Parks 1,flint,7,,Mottled light grey flint,1,OK,Blade,Inner,,,29,13,4,,,,
EP1-117-17,379225,797943,EP1,East Parks 1,flint,4,,Brown flint,1,OK,Small flake,Secondary,,,,,,,,,
EP1-117-17,379225,797943,EP1,East Parks 1,flint,4,,Grey flint,1,Segment,Blade,Inner,,,,,,,,,
EP1-117-17,379225,797943,EP1,East Parks 1,flint,4,,Mottled light grey flint,1,OK,Regular flake,Inner,,,20,12,3,,,,
EP1-117-17,379225,797943,EP1,East Parks 1,flint,4,,Grey flint,1,Patinated,Retouched blade,Secondary,Notched at proximal end,,41,14,6,,,,
EP1-118-17,379518,798029,EP1,East Parks 1,flint,3,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,
EP1-118-17,379518,798029,EP1,East Parks 1,flint,3,,Grey flint,1,Patinated,Small flake,Inner,,,,,,,,,
EP1-118-17,379518,798029,EP1,East Parks 1,flint,3,,Translucent grey flint,1,OK,Blade,Inner,,,31,11,3,,,,
EP1-119.1-17,379529,798042,EP1,East Parks 1,flint,3,,Light grey flint,1,Distal surviving,Blade,Inner,,,broken 10,6,2,,,,
EP1-119.2-17,379529,798042,EP1,East Parks 1,flint,3,,Burnt flint,1,Calcined,Chunk,Secondary,,,,,,,,,
EP1-119.3-17,379529,798042,EP1,East Parks 1,flint,3,,Mottled brown flake,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-120-17,379514,798030,EP1,East Parks 1,flint,1,,Mottled grey flint,1,OK,Retouched blade,Inner,Knife form,Proximal missing. Notch made on one side at distal end. Light blunting down one edge. Light edge damage from use on opposite edge.,broken 37,16,6,,,,
EP1-121-17,379252,797947,EP1,East Parks 1,flint,2,,Mottled grey flint,1,Proximal surviving,Blade,Inner,,,broken 16,8,3,,,,
EP1-121-17,379252,797947,EP1,East Parks 1,flint,2,,Burnt flint,1,Calcined,Flake fragment,Inner,,,,,,,,,
EP1-122.1-17,379537,798048,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Flake fragment,Inner,,,,,,,,,
EP1-122.2-17,379537,798048,EP1,East Parks 1,flint,4,,Mottled grey flint,1,OK,Pebble fragment,Secondary,,,45,43,35,,,,
EP1-122.3-17,379537,798048,EP1,East Parks 1,flint,4,,Grey flint,2,OK,Small flake,Inner,,,,,,,,,
EP1-122.4-17,379537,798048,EP1,East Parks 1,flint,4,,Grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,
EP1-122.5-17,379537,798048,EP1,East Parks 1,flint,4,,Mottled light grey flint,1,Burnt/frost,Blade,Inner,,distal surviving,broken 26,14,5,,,,
EP1-123-17,379469,798005,EP1,East Parks 1,flint,1,,Mottled light grey flint,1,OK,Regular flake,Inner,,,31,19,9,,,,
EP1-124-17,379494,798033,EP1,East Parks 1,flint,1,,Mottled grey flint,1,OK,Flake fragment,Inner,,,,,,,,,
EP1-125-17,379476,798025,EP1,East Parks 1,flint,1,,Grey flint,1,OK,Flake fragment,Primary,,,,,,,,,
EP1-126-17,379553,798093,EP1,East Parks 1,flint,3,,Mixed,3,,Small flake,,,,,,,,,,
EP1-127.1-17,379587,798171,EP1,East Parks 1,flint,2,,Mottled light grey flint,1,OK,Regular flake,Inner,,,19,12,4,,,,
EP1-127.2-17,379587,798171,EP1,East Parks 1,flint,2,,Grey flint,1,OK,Flake fragment,Inner,,,,,,,,,
EP1-128-17,379323,797950,EP1,East Parks 1,flint,9,,Mixed,4,,Small flake,,,,,,,,,,
EP1-128-17,379323,797950,EP1,East Parks 1,flint,9,,Brown flint,1,OK,Chunk,Inner,,,,,,,,,
