ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number,X_OUT,Y_OUT,X_QC,Y_QC,Grid Ref,Lat,Long,,TypeUnique
EB1-5-18,374593,795711,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Regular flake,Primary,,,22,21,8,,,,,374593,795711,0,0,NO7459395711,57.051758,-2.4204382,,
EB1-6.2-18,374631,795802,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortical platform,39,19,12,,,,,374631,795802,0,0,NO7463195802,57.052578,-2.419821,,
EB1-11-18,374631,795737,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,Platform missing,20,25,7,,,,,374631,795737,0,0,NO7463195737,57.051994,-2.4198144,,
EB1-13-18,374514,795731,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Utilised,Long inner edge and distal end crushed from use.,24,17,9,,,,,374514,795731,0,0,NO7451495731,57.051934,-2.4217424,,
EB1-22-18,374653,795780,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Overshot blade,23,29,6,,,,,374653,795780,0,0,NO7465395780,57.052381,-2.4194562,,
EB1-24-18,374439,795751,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Narrow platform,23,15,5,,,,,374439,795751,0,0,NO7443995751,57.052109,-2.4229807,,
EB1-27-18,374642,795723,EB1,East Balbridie 1,flint,1,,Red flint,,Burnt,Regular flake,Inner,,Platform missing,24,19,9,,,,,374642,795723,0,0,NO7464295723,57.051869,-2.4196317,,
EB1-31.2-18,374498,795742,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,16,12,3,,,,,374498,795742,0,0,NO7449895742,57.052031,-2.4220073,,
EB1-33-18,374736,795759,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Flat platform,24,23,6,,,,,374736,795759,0,0,NO7473695759,57.052197,-2.4180859,,
EB1-40.1-18,374410,795744,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Regular flake,Secondary,,Platform missing,23,20,6,,,,,374410,795744,0,0,NO7441095744,57.052045,-2.423458,,
EB1-42.2-18,374611,795808,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Regular flake,Secondary,,Crushed platform,27,14,9,,,,,374611,795808,0,0,NO7461195808,57.052631,-2.4201513,,
EB1-48.1-18,374606,795746,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortical platform,24,15,6,,,,,374606,795746,0,0,NO7460695746,57.052073,-2.4202274,,
EB1-49-18,374624,795812,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,Narrow platform,21,26,7,,,,,374624,795812,0,0,NO7462495812,57.052667,-2.4199374,,
EB1-51-18,374541,795715,EB1,East Balbridie 1,flint,1,,Translucent grey flint,,OK,Regular flake,Inner,,,15,15,3,,,,,374541,795715,0,0,NO7454195715,57.051791,-2.4212957,,
EB1-52-18,374433,795759,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,Crushed platform,22,17,5,,,,,374433,795759,0,0,NO7443395759,57.052181,-2.4230804,,
EB1-58-18,374577,795694,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,17,24,4,,,,,374577,795694,0,0,NO7457795694,57.051605,-2.4207002,,
EB1-61-18,374656,795781,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Narrow platform,14,11,44,,,,,374656,795781,0,0,NO7465695781,57.052391,-2.4194068,,
EB1-63-18,374621,795761,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Nice broad flake. Platform irregular,42,34,8,,,,,374621,795761,0,0,NO7462195761,57.052209,-2.4199817,,
EB1-65-18,374506,795726,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Regular flake,Inner,,,16,19,4,,,,,374506,795726,0,0,NO7450695726,57.051888,-2.4218738,,
EB1-66-18,374506,795758,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Primary,,,39,33,13,,,,,374506,795758,0,0,NO7450695758,57.052176,-2.421877,,
EB1-67-18,374508,795701,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Overshot core trimming flake,Flat platform. Blade Scars,52,33,15,,,,,374508,795701,0,0,NO7450895701,57.051664,-2.4218382,,
EB1-76-18,374589,795777,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortical platform,27,17,5,,,,,374589,795777,0,0,NO7458995777,57.052351,-2.4205108,,
EB1-82-18,374570,795808,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Narrow platform,18,12,3,,,,,374570,795808,0,0,NO7457095808,57.052628,-2.4208272,,
EB1-85.1-18,374586,795703,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,29,18,8,,,,,374586,795703,0,0,NO7458695703,57.051686,-2.4205527,,
EB1-85.2-18,374586,795703,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,26,19,9,,,,,374586,795703,0,0,NO7458695703,57.051686,-2.4205527,,
EB1-86-18,374635,795794,EB1,East Balbridie 1,flint,1,,?Quartzite,,OK,Regular flake,Without cortex,Core trimming flake,Very fine grained black and grey . ? Quartzite or chert? Base of a core with flake scars,41,40,29,,,,,374635,795794,0,0,NO7463595794,57.052506,-2.4197543,,
EB1-89-18,374581,795768,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming flake,,32,22,10,,,,,374581,795768,0,0,NO7458195768,57.05227,-2.4206418,,
EB1-90-18,374446,795842,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Blade scars on dorsal face,36,20,7,,,,,374446,795842,0,0,NO7444695842,57.052927,-2.4228746,,
EB1-92-18,374495,795742,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,23,9,4,,,,,374495,795742,0,0,NO7449595742,57.052031,-2.4220567,,
EB1-94.1-18,374617,,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,19,11,4,,,,,374617,,0,0,,,,,
EB1-94.2-18,374617,795773,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Essentially a primary flake. Trimming of core base or new platform,33,24,8,,,,,374617,795773,0,0,NO7461795773,57.052317,-2.4200489,,
EB1-96-18,374441,795786,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,24,24,4,,,,,374441,795786,0,0,NO7444195786,57.052424,-2.4229513,,
EB1-98-18,374590,795712,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,22,30,9,,,,,374590,795712,0,0,NO7459095712,57.051767,-2.4204877,,
EB1-99-18,374595,795816,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,15,15,4,,,,,374595,795816,0,0,NO7459595816,57.052702,-2.4204159,,
EB1-101.2-18,374634,795789,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,18,19,4,,,,,374634,795789,0,0,NO7463495789,57.052461,-2.4197703,,
EB1-109.1-18,374598,795808,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Flat platform,21,19,4,,,,,374598,795808,0,0,NO7459895808,57.05263,-2.4203656,,
EB1-109.2-18,374598,795808,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortical platform,20,25,6,,,,,374598,795808,0,0,NO7459895808,57.05263,-2.4203656,,
EB1-111-18,374578,795744,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Primary,,,29,41,17,,,,,374578,795744,0,0,NO7457895744,57.052054,-2.4206888,,
EB1-113-18,374621,795709,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Narrow platform,24,22,9,,,,,374621,795709,0,0,NO7462195709,57.051742,-2.4199764,,
EB1-114.2-18,374621,795795,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Regular flake,Inner,,narrow platform,18,8,4,,,,,374621,795795,0,0,NO7462195795,57.052514,-2.4199852,,
EB1-116-18,374576,795740,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Primary,,,27,12,4,,,,,374576,795740,0,0,NO7457695740,57.052018,-2.4207213,,
EB1-117-18,374591,795819,EB1,East Balbridie 1,quartz,1,,Quartz,,OK,Regular flake,Inner,,Scalar flake,19,12,6,,,,,374591,795819,0,0,NO7459195819,57.052728,-2.4204821,,
EB1-127-18,374576,795729,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Cortical platform,32,40,13,,,,,374576,795729,0,0,NO7457695729,57.051919,-2.4207202,,
EB1-128.2-18,374574,795711,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,27,11,9,,,,,374574,795711,0,0,NO7457495711,57.051757,-2.4207514,,
EB1-133-18,374639,795752,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,Flat platform,33,20,9,,,,,374639,795752,0,0,NO7463995752,57.052129,-2.4196841,,
EB1-134-18,374567,795735,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,19,12,3,,,,,374567,795735,0,0,NO7456795735,57.051972,-2.4208692,,
EB1-135.3-18,374621,795811,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Narrow platform,27,24,3,,,,,374621,795811,0,0,NO7462195811,57.052658,-2.4199868,,
EB1-135.4-18,374621,795811,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,21,14,4,,,,,374621,795811,0,0,NO7462195811,57.052658,-2.4199868,,
EB1-137.1-18,374604,795780,EB1,East Balbridie 1,,1,,Mottled grey flint,,OK,Regular flake,Inner,Core trimming flake,,40,24,11,,,,,374604,795780,0,0,NO7460495780,57.052379,-2.4202639,,
EB1-137.2-18,374604,795780,EB1,East Balbridie 1,quartz,1,,quartz,,OK,Regular flake,Secondary,,,37,22,12,,,,,374604,795780,0,0,NO7460495780,57.052379,-2.4202639,,
EB1-141-18,374441,795825,EB1,East Balbridie 1,flint,1,Neolithic?,Mottled grey flint,,OK,Regular flake,Inner,,Deep flat paltform. Flake scars across dorsal face. Thick broad flake.,34,30,10,,,,,374441,795825,0,0,NO7444195825,57.052774,-2.4229553,,
EB1-146-18,374599,795736,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Regular flake,Inner,,,17,11,3,,,,,374599,795736,0,0,NO7459995736,57.051983,-2.4203418,,
EB1-150-18,374594,795783,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,19,14,7,,,,,374594,795783,0,0,NO7459495783,57.052405,-2.420429,,
EB1-153-18,374595,795754,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Flat platform,20,17,5,,,,,374595,795754,0,0,NO7459595754,57.052145,-2.4204096,,
EB1-154-18,374596,795815,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Regular flake,Secondary,,,21,15,5,,,,,374596,795815,0,0,NO7459695815,57.052693,-2.4203993,,
EB1-155-18,374427,795788,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,Crushed platform,21,20,5,,,,,374427,795788,0,0,NO7442795788,57.052441,-2.4231823,,
EB1-156-18,374538,795722,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Regular flake,Secondary,,Flat platform,26,21,8,,,,,374538,795722,0,0,NO7453895722,57.051854,-2.4213459,,
EB1-157-18,374631,795808,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Primary,,,32,32,8,,,,,374631,795808,0,0,NO7463195808,57.052632,-2.4198216,,
EB1-161-18,374559,795744,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Regular flake,Secondary,,Cortical platform,26,21,8,,,,,374559,795744,0,0,NO7455995744,57.052053,-2.421002,,
EB1-162-18,374631,795792,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,Core trimming flake,Frome blade core. Detached to remove thick step.,26,20,10,,,,,374631,795792,0,0,NO7463195792,57.052488,-2.41982,,
EB1-164-18,374559,795758,EB1,East Balbridie 1,flint,1,,Dark grey flint,,OK,Regular flake,Secondary,,,18,10,4,,,,,374559,795758,0,0,NO7455995758,57.052179,-2.4210034,,
EB1-168.1-18,374540,795776,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,Flat platform,30,18,6,,,,,374540,795776,0,0,NO7454095776,57.052339,-2.4213184,,
EB1-168.2-18,374540,795776,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Platform missing,35,19,9,,,,,374540,795776,0,0,NO7454095776,57.052339,-2.4213184,,
EB1-168.3-18,374540,795776,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Regular flake,Secondary,,Crushed platform,23,10,2,,,,,374540,795776,0,0,NO7454095776,57.052339,-2.4213184,,
EB1-170-18,374628,795804,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,Core trimming flake,from flake core,31,18,12,,,,,374628,795804,0,0,NO7462895804,57.052596,-2.4198707,,
EB1-171-18,374604,795713,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,19,12,6,,,,,374604,795713,0,0,NO7460495713,57.051777,-2.4202571,,
EB1-173-18,374575,795793,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Regular flake,Inner,,,16,13,3,,,,,374575,795793,0,0,NO7457595793,57.052494,-2.4207432,,
EB1-175-18,374621,795765,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,28,25,13,,,,,374621,795765,0,0,NO7462195765,57.052245,-2.4199821,,
EB1-180-18,374639,795774,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Crushed platform,14,19,4,,,,,374639,795774,0,0,NO7463995774,57.052327,-2.4196863,,
EB1-181.2-18,374621,795812,EB1,East Balbridie 1,quartz,1,,Quartz,,OK,Regular flake,Inner,,,31,18,10,,,,,374621,795812,0,0,NO7462195812,57.052667,-2.4199869,,
EB1-183-18,374607,795815,EB1,East Balbridie 1,flint,1,,Dark grey flint,,OK,Regular flake,Secondary,,Cortical platform,23,27,7,,,,,374607,795815,0,0,NO7460795815,57.052693,-2.420218,,
EB1-185-18,374621,795788,EB1,East Balbridie 1,flint,1,,Red flint,,OK,Regular flake,Inner,,,8,18,3,,,,,374621,795788,0,0,NO7462195788,57.052451,-2.4199845,,
EB1-200.1-18,374553,795709,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Regular flake,Inner,,,18,13,4,,,,,374553,795709,0,0,NO7455395709,57.051738,-2.4210973,,
EB1-200.2-18,374553,795709,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,24,10,8,,,,,374553,795709,0,0,NO7455395709,57.051738,-2.4210973,,
EB1-203.2-18,374625,795744,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,15,27,7,,,,,374625,795744,0,0,NO7462595744,57.052056,-2.4199141,,
EB1-204.2-18,374575,795788,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,removes cortex from back of core,37,15,14,,,,,374575,795788,0,0,NO7457595788,57.052449,-2.4207427,,
EB1-205-18,374578,795747,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,21,13,3,,,,,374578,795747,0,0,NO7457895747,57.052081,-2.4206891,,
EB1-211-18,374635,795805,EB1,East Balbridie 1,flint,1,,Yellow flint,,OK,Regular flake,Inner,,,15,8,3,,,,,374635,795805,0,0,NO7463595805,57.052605,-2.4197554,,
EB1-218-18,374647,795771,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,30,16,10,,,,,374647,795771,0,0,NO7464795771,57.0523,-2.4195542,,
EB1-220-18,374614,795815,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming flake,From blade core,29,19,9,,,,,374614,795815,0,0,NO7461495815,57.052694,-2.4201026,,
EB1-223-18,374634,795778,EB1,East Balbridie 1,flint,1,,Dark grey flint,,OK,Regular flake,Secondary,,Cortical platform,40,42,11,,,,,374634,795778,0,0,NO7463495778,57.052362,-2.4197692,,
EB1-226.1-18,374574,795763,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Cortical platform,29,19,10,,,,,374574,795763,0,0,NO7457495763,57.052224,-2.4207566,,
EB1-230.3-18,374633,795792,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,cortical platform,14,18,4,,,,,374633,795792,0,0,NO7463395792,57.052488,-2.4197871,,
EB1-230.4-18,374633,795792,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,,18,18,3,,,,,374633,795792,0,0,NO7463395792,57.052488,-2.4197871,,
EB1-235.2-18,374654,795778,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortical platform,34,20,9,,,,,374654,795778,0,0,NO7465495778,57.052363,-2.4194395,,
EB1-238.1-18,374587,795752,EB1,East Balbridie 1,quartz,1,,Brown flint,,OK,Regular flake,Primary,,,35,16,5,,,,,374587,795752,0,0,NO7458795752,57.052126,-2.4205412,,
EB1-239.1-18,374627,795800,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,34,18,9,,,,,374627,795800,0,0,NO7462795800,57.05256,-2.4198868,,
EB1-239.2-18,374627,795800,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,,23,16,4,,,,,374627,795800,0,0,NO7462795800,57.05256,-2.4198868,,
EB1-247.1-18,374574,795811,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,19,19,6,,,,,374574,795811,0,0,NO7457495811,57.052655,-2.4207615,,
EB1-248-18,374575,795791,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,flat platform,21,26,7,,,,,374575,795791,0,0,NO7457595791,57.052476,-2.420743,,
EB1-251-18,374630,795802,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,Platform trimming flake,,23,18,8,,,,,374630,795802,0,0,NO7463095802,57.052578,-2.4198375,,
